S_No,Speed_Range,Weight,Dead_Alive,Airbag,Seatbelt,Frontal,Sex,Age_of_Occupant,Year_of_Accident,Vehicle_Year,Airbag_Deploy,Occ_Role,Inj_Severity
272,25-39,18.536,alive,Airbag,Yes,FALSE,Female,50,1997,1994,NoDeploy,Driver,3
273,25-39,18.536,alive,Airbag,Yes,FALSE,Female,76,1997,1994,NoDeploy,Passenger,3
274, 10-24,18.536,alive,Airbag,No,TRUE,Male,51,1997,1995,Deploy,Driver,0
275,25-39,12.383,alive,No Airbag,Yes,FALSE,Female,17,1997,1989,Unavailable,Driver,3
276,25-39,12.383,alive,No Airbag,No,FALSE,Male,18,1997,1989,Unavailable,Passenger,0
277,40-54,12.383,alive,No Airbag,Yes,FALSE,Female,17,1997,1989,Unavailable,Driver,3
278, 10-24,1004.501,alive,No Airbag,No,TRUE,Female,42,1997,1989,Unavailable,Driver,1
279, 10-24,13.374,alive,Airbag,Yes,TRUE,Female,81,1997,1995,Deploy,Driver,1
280, 10-24,13.374,alive,Airbag,Yes,FALSE,Female,77,1997,1991,NoDeploy,Driver,1
281, 10-24,13.374,alive,Airbag,Yes,FALSE,Male,85,1997,1991,NoDeploy,Passenger,1
282, 10-24,28.727,alive,No Airbag,Yes,FALSE,Male,83,1997,1985,Unavailable,Driver,0
283, 10-24,28.727,alive,Airbag,Yes,TRUE,Female,72,1997,1992,Deploy,Driver,3
284,55+,13.908,alive,No Airbag,Yes,TRUE,Male,18,1997,1986,Unavailable,Driver,3
285,25-39,59.988,alive,Airbag,Yes,FALSE,Female,40,1997,1996,NoDeploy,Driver,1
286,25-39,59.988,alive,Airbag,Yes,TRUE,Female,23,1997,1996,Deploy,Driver,1
287, 10-24,276.396,alive,Airbag,Yes,FALSE,Female,50,1997,1995,NoDeploy,Driver,1
288, 10-24,395.171,alive,No Airbag,Yes,TRUE,Male,32,1997,1990,Unavailable,Driver,0
289,40-54,45.334,alive,Airbag,No,TRUE,Male,56,1997,1994,Deploy,Driver,3
290,55+,45.334,alive,No Airbag,Yes,TRUE,Female,17,1997,1987,Unavailable,Driver,3
291, 10-24,19.834,alive,Airbag,Yes,TRUE,Male,76,1997,1996,Deploy,Driver,0
292, 10-24,19.834,alive,Airbag,Yes,TRUE,Female,74,1997,1996,Deploy,Passenger,3
293, 10-24,19.834,alive,Airbag,Yes,TRUE,Male,73,1997,1996,Deploy,Driver,3
294,25-39,17.666,alive,No Airbag,No,TRUE,Male,38,1997,1987,Unavailable,Driver,3
295,25-39,17.666,alive,No Airbag,No,TRUE,Female,41,1997,1987,Unavailable,Passenger,3
296, 10-24,13.374,alive,No Airbag,No,TRUE,Male,64,1997,1993,Unavailable,Driver,4
297,25-39,86.392,alive,Airbag,Yes,FALSE,Female,36,1997,1994,NoDeploy,Driver,1
298, 10-24,86.392,alive,No Airbag,Yes,TRUE,Female,18,1997,1979,Unavailable,Driver,1
299, 10-24,942.893,alive,Airbag,Yes,FALSE,Female,80,1997,1990,NoDeploy,Driver,0
300,40-54,12.383,alive,No Airbag,No,TRUE,Male,23,1997,1988,Unavailable,Driver,3
301,40-54,21.133,alive,No Airbag,Yes,FALSE,Female,22,1997,1983,Unavailable,Driver,3
302, 10-24,91.149,alive,Airbag,Yes,TRUE,Male,71,1997,1998,NoDeploy,Driver,0
303, 10-24,91.149,alive,Airbag,Yes,FALSE,Female,21,1997,1995,NoDeploy,Driver,1
304, 10-24,46.287,alive,No Airbag,Yes,TRUE,Female,25,1997,1990,Unavailable,Driver,1
305,40-54,18.536,alive,Airbag,Yes,TRUE,Male,79,1997,1997,Deploy,Driver,3
306,25-39,18.536,alive,Airbag,Yes,TRUE,Female,26,1997,1995,Deploy,Driver,2
307, 10-24,86.164,alive,Airbag,Yes,FALSE,Male,38,1997,1994,NoDeploy,Driver,0
308, 10-24,86.164,alive,Airbag,Yes,FALSE,Female,39,1997,1994,NoDeploy,Passenger,1
309, 10-24,86.164,alive,No Airbag,Yes,TRUE,Female,17,1997,1987,Unavailable,Driver,1
310,25-39,12.383,alive,No Airbag,Yes,FALSE,Male,83,1997,1992,Unavailable,Driver,3
311,25-39,12.383,dead,No Airbag,Yes,FALSE,Female,77,1997,1992,Unavailable,Passenger,4
312,25-39,12.383,alive,No Airbag,Yes,FALSE,Male,70,1997,1987,Unavailable,Driver,1
313,25-39,12.383,alive,No Airbag,Yes,FALSE,Female,65,1997,1987,Unavailable,Passenger,3
314,25-39,12.383,alive,No Airbag,Yes,TRUE,Female,42,1997,1988,Unavailable,Driver,0
315,25-39,12.383,alive,No Airbag,No,TRUE,Female,27,1997,1987,Unavailable,Driver,1
316, 1-9,553.539,alive,No Airbag,Yes,TRUE,Female,51,1997,1987,Unavailable,Driver,0
317,55+,13.374,dead,No Airbag,No,FALSE,Male,34,1997,1990,Unavailable,Driver,4
318,55+,12.383,alive,No Airbag,No,TRUE,Male,20,1997,1981,Unavailable,Driver,3
319, 10-24,136.724,alive,Airbag,Yes,TRUE,Male,22,1997,1995,Deploy,Driver,0
320, 10-24,13.374,alive,No Airbag,No,FALSE,Male,28,1997,1979,Unavailable,Driver,2
321, 10-24,13.374,dead,Airbag,Yes,TRUE,Male,37,1997,1995,Deploy,Driver,4
322, 10-24,43.438,alive,Airbag,No,TRUE,Male,31,1997,1996,Deploy,Driver,1
323, 10-24,43.438,alive,No Airbag,No,FALSE,Male,68,1997,1991,Unavailable,Driver,0
324,25-39,43.438,alive,Airbag,No,TRUE,Male,45,1997,1993,Deploy,Driver,2
325,40-54,92.739,alive,Airbag,Yes,TRUE,Female,61,1997,1993,Deploy,Driver,1
326,55+,12.383,alive,No Airbag,No,TRUE,Male,19,1997,1984,Unavailable,Driver,3
327, 10-24,265.765,alive,Airbag,Yes,FALSE,Male,30,1997,1995,NoDeploy,Driver,1
328, 10-24,265.765,alive,Airbag,Yes,FALSE,Female,21,1997,1995,NoDeploy,Passenger,1
329, 1-9,379.972,alive,No Airbag,Yes,FALSE,Male,22,1997,1989,Unavailable,Driver,0
330, 10-24,18.536,alive,No Airbag,Yes,TRUE,Male,34,1997,1994,Unavailable,Driver,1
331,40-54,18.536,alive,No Airbag,Yes,FALSE,Female,29,1997,1994,Unavailable,Driver,3
332, 10-24,18.536,alive,Airbag,No,TRUE,Female,73,1997,1995,Deploy,Driver,3
333, 10-24,18.536,alive,Airbag,Yes,TRUE,Female,22,1997,1994,Deploy,Driver,3
334, 10-24,18.536,alive,No Airbag,Yes,FALSE,Female,60,1997,1986,Unavailable,Driver,3
335, 10-24,218.925,alive,Airbag,Yes,FALSE,Male,32,1997,1993,NoDeploy,Driver,1
336, 10-24,218.925,alive,Airbag,Yes,FALSE,Male,30,1997,1993,NoDeploy,Passenger,1
337, 10-24,38.008,alive,No Airbag,Yes,TRUE,Male,32,1997,1989,Unavailable,Driver,1
338, 10-24,117.275,alive,No Airbag,No,TRUE,Female,20,1997,1989,Unavailable,Driver,0
339, 10-24,20.668,alive,Airbag,Yes,TRUE,Male,73,1997,1994,Deploy,Driver,2
340, 10-24,20.668,alive,Airbag,No,FALSE,Male,34,1997,1997,NoDeploy,Driver,3
341, 10-24,20.668,alive,Airbag,Yes,FALSE,Male,31,1997,1994,NoDeploy,Driver,0
342, 10-24,20.668,alive,Airbag,Yes,TRUE,Female,39,1997,1994,NoDeploy,Driver,3
343, 10-24,20.668,alive,No Airbag,Yes,TRUE,Female,48,1997,1989,Unavailable,Driver,0
344, 10-24,18.536,alive,Airbag,Yes,FALSE,Male,26,1997,1997,Deploy,Driver,3
345, 10-24,18.536,alive,No Airbag,Yes,TRUE,Male,20,1997,1993,Unavailable,Driver,0
346, 10-24,31.333,alive,Airbag,Yes,FALSE,Female,41,1997,1997,NoDeploy,Driver,0
347, 10-24,31.333,alive,Airbag,Yes,TRUE,Female,41,1997,1997,Deploy,Driver,1
348, 10-24,12.383,alive,No Airbag,Yes,FALSE,Male,27,1997,1992,Unavailable,Driver,3
349, 1-9,57.196,alive,Airbag,Yes,FALSE,Female,54,1997,1995,NoDeploy,Driver,1
350, 10-24,263.534,alive,No Airbag,Yes,TRUE,Male,18,1997,1994,Unavailable,Driver,0
351,25-39,100.341,alive,No Airbag,No,FALSE,Female,38,1997,1985,Unavailable,Driver,1
352,25-39,100.341,alive,No Airbag,No,FALSE,Male,29,1997,1985,Unavailable,Passenger,2
353,25-39,12.383,alive,No Airbag,No,TRUE,Male,85,1997,1986,Unavailable,Driver,3
354,25-39,12.383,alive,No Airbag,No,TRUE,Female,55,1997,1986,Unavailable,Passenger,3
355, 10-24,12.383,alive,No Airbag,No,FALSE,Female,40,1997,1988,Unavailable,Driver,3
356,25-39,12.383,alive,No Airbag,Yes,TRUE,Male,78,1997,1993,Unavailable,Driver,2
357,25-39,12.383,alive,No Airbag,Yes,TRUE,Female,83,1997,1993,Unavailable,Passenger,1
358,25-39,54.476,alive,Airbag,No,TRUE,Female,20,1997,1994,Deploy,Driver,1
359,40-54,13.374,dead,No Airbag,No,FALSE,Female,33,1997,1987,Unavailable,Driver,4
360,40-54,13.374,alive,No Airbag,No,FALSE,Male,37,1997,1987,Unavailable,Passenger,2
361,55+,18.536,alive,Airbag,Yes,FALSE,Male,37,1997,1994,Deploy,Driver,3
362,40-54,18.536,alive,No Airbag,No,TRUE,Female,18,1997,1985,Unavailable,Driver,1
363, 10-24,378.558,alive,No Airbag,Yes,TRUE,Female,79,1997,1990,Unavailable,Driver,1
364, 10-24,74.03,alive,Airbag,Yes,TRUE,Female,17,1997,1995,Deploy,Driver,1
365, 10-24,74.03,alive,Airbag,Yes,TRUE,Female,17,1997,1995,Deploy,Passenger,0
366, 10-24,74.03,alive,No Airbag,No,FALSE,Male,26,1997,1989,Unavailable,Driver,5
367, 10-24,74.03,alive,No Airbag,No,FALSE,Male,20,1997,1989,Unavailable,Passenger,0
368,25-39,158.052,alive,No Airbag,Yes,TRUE,Male,23,1997,1987,Unavailable,Driver,0
369,25-39,158.052,alive,No Airbag,Yes,TRUE,Female,19,1997,1987,Unavailable,Passenger,0
370,25-39,158.052,alive,No Airbag,Yes,TRUE,Male,34,1997,1988,Unavailable,Driver,0
371, 10-24,487.677,alive,No Airbag,Yes,TRUE,Female,34,1997,1990,Unavailable,Driver,1
372,25-39,15.355,dead,Airbag,No,TRUE,Female,84,1997,1996,Deploy,Driver,4
373, 10-24,15.355,alive,No Airbag,Yes,FALSE,Female,49,1997,1985,Unavailable,Driver,1
374, 10-24,15.355,alive,No Airbag,Yes,FALSE,Female,82,1997,1985,Unavailable,Passenger,3
375, 10-24,15.355,dead,No Airbag,No,FALSE,Male,87,1997,1981,Unavailable,Driver,4
376,25-39,18.956,alive,No Airbag,No,FALSE,Male,16,1997,1989,Unavailable,Driver,2
377, 10-24,18.536,alive,Airbag,Yes,TRUE,Female,33,1997,1994,Deploy,Driver,1
378,25-39,18.536,alive,No Airbag,Yes,FALSE,Male,47,1997,1994,Unavailable,Driver,3
379, 10-24,57.68,alive,No Airbag,Yes,FALSE,Female,18,1997,1990,Unavailable,Driver,1
380,25-39,18.536,alive,Airbag,Yes,FALSE,Male,62,1997,1994,Deploy,Driver,3
381, 10-24,246.278,alive,No Airbag,Yes,TRUE,Male,74,1997,1985,Unavailable,Driver,0
382,25-39,12.383,alive,No Airbag,No,TRUE,Male,37,1997,1991,Unavailable,Driver,1
383,25-39,12.383,alive,No Airbag,No,TRUE,Female,42,1997,1991,Unavailable,Passenger,3
384, 10-24,594.79,alive,Airbag,Yes,TRUE,Female,36,1997,1995,NoDeploy,Driver,0
385,25-39,12.383,alive,No Airbag,No,TRUE,Female,30,1997,1990,Unavailable,Driver,3
386,40-54,12.383,alive,No Airbag,No,TRUE,Male,50,1997,1989,Unavailable,Driver,3
387, 10-24,21.793,alive,No Airbag,Yes,TRUE,Male,18,1997,1979,Unavailable,Driver,3
388, 10-24,21.793,alive,No Airbag,No,TRUE,Male,20,1997,1979,Unavailable,Passenger,2
389, 10-24,12.383,alive,Airbag,Yes,FALSE,Female,17,1997,1991,NoDeploy,Driver,2
390, 10-24,12.383,alive,Airbag,Yes,FALSE,Female,17,1997,1991,NoDeploy,Passenger,3
391, 10-24,20.244,alive,Airbag,Yes,TRUE,Male,44,1997,1994,Deploy,Driver,3
392,25-39,408.291,alive,Airbag,Yes,TRUE,Female,27,1997,1997,Deploy,Driver,1
393,25-39,408.291,alive,No Airbag,Yes,TRUE,Male,58,1997,1990,Unavailable,Driver,2
394,25-39,28.727,alive,No Airbag,Yes,TRUE,Male,63,1997,1993,Unavailable,Driver,3
395,25-39,28.727,alive,Airbag,Yes,FALSE,Male,17,1997,1992,Deploy,Driver,1
396,25-39,264.535,alive,No Airbag,Yes,TRUE,Female,18,1997,1990,Unavailable,Driver,2
397, 10-24,114.386,alive,Airbag,Yes,TRUE,Male,28,1997,1995,Deploy,Driver,3
398, 10-24,114.386,alive,No Airbag,No,TRUE,Male,56,1997,1995,Unavailable,Passenger,1
399, 10-24,114.386,alive,No Airbag,Yes,TRUE,Female,56,1997,1995,Unavailable,Driver,0
400,25-39,47.817,alive,No Airbag,Yes,TRUE,Female,73,1997,1989,Unavailable,Driver,1
401,25-39,47.817,alive,No Airbag,Yes,TRUE,Female,62,1997,1989,Unavailable,Passenger,1
402, 10-24,47.817,alive,Airbag,Yes,FALSE,Male,20,1997,1994,Deploy,Driver,2
403, 10-24,47.817,alive,Airbag,Yes,FALSE,Female,45,1997,1994,Deploy,Passenger,3
404, 10-24,76.151,alive,Airbag,No,TRUE,Female,26,1997,1992,Deploy,Driver,3
405,40-54,55.225,alive,No Airbag,No,TRUE,Male,39,1997,1992,Unavailable,Driver,3
406,25-39,62.316,alive,Airbag,Yes,TRUE,Male,44,1997,1995,Deploy,Driver,2
407,25-39,62.316,alive,Airbag,Yes,FALSE,Female,23,1997,1992,Deploy,Driver,2
408,25-39,62.316,alive,No Airbag,Yes,FALSE,Female,22,1997,1992,Unavailable,Passenger,3
409,40-54,70.841,alive,No Airbag,Yes,TRUE,Female,22,1997,1991,Unavailable,Driver,3
410,40-54,34.699,alive,No Airbag,No,TRUE,Male,49,1997,1988,Unavailable,Driver,3
411, 10-24,1776.842,alive,Airbag,Yes,FALSE,Female,24,1997,1993,NoDeploy,Driver,1
412, 10-24,1776.842,alive,Airbag,Yes,FALSE,Female,50,1997,1993,NoDeploy,Passenger,0
413, 10-24,419.769,alive,Airbag,Yes,TRUE,Male,47,1997,1997,Deploy,Driver,1
414, 10-24,4045.616,alive,No Airbag,Yes,FALSE,Male,56,1997,1991,Unavailable,Driver,1
415,40-54,29.655,dead,No Airbag,Yes,TRUE,Female,38,1997,1989,Unavailable,Driver,4
416, 10-24,307.335,alive,Airbag,Yes,FALSE,Female,33,1997,1995,NoDeploy,Driver,1
417, 10-24,307.335,alive,No Airbag,Yes,TRUE,Male,45,1997,1987,Unavailable,Driver,1
418,25-39,1754.785,alive,No Airbag,Yes,TRUE,Male,17,1997,1987,Unavailable,Driver,0
419, 10-24,1754.785,alive,No Airbag,No,FALSE,Male,18,1997,1993,Unavailable,Driver,0
420,40-54,29.655,dead,No Airbag,No,TRUE,Male,75,1997,1986,Unavailable,Driver,4
421,25-39,36.702,alive,No Airbag,No,FALSE,Male,20,1997,1977,Unavailable,Driver,2
422,25-39,36.702,alive,No Airbag,No,FALSE,Male,22,1997,1977,Unavailable,Passenger,0
423,55+,36.702,alive,Airbag,Yes,TRUE,Female,31,1997,1996,Deploy,Driver,3
424, 10-24,258.338,alive,Airbag,No,FALSE,Female,24,1997,1995,Deploy,Driver,3
425,40-54,140.113,alive,No Airbag,No,TRUE,Female,17,1997,1985,Unavailable,Driver,3
426,40-54,140.113,alive,No Airbag,Yes,TRUE,Male,19,1997,1985,Unavailable,Passenger,2
427, 10-24,331.48,alive,Airbag,No,FALSE,Female,62,1997,1996,Deploy,Driver,2
428, 10-24,331.48,alive,No Airbag,Yes,TRUE,Male,35,1997,1991,Unavailable,Driver,0
429,25-39,1528.321,alive,No Airbag,Yes,TRUE,Female,25,1997,1984,Unavailable,Driver,1
430,25-39,1278.365,alive,No Airbag,Yes,TRUE,Female,16,1997,1984,Unavailable,Driver,2
431,25-39,76.997,alive,No Airbag,Yes,TRUE,Male,33,1997,1994,Unavailable,Driver,2
432, 10-24,37.674,alive,No Airbag,Yes,TRUE,Female,29,1997,1991,Unavailable,Driver,1
433, 10-24,37.674,alive,No Airbag,No,FALSE,Female,30,1997,1989,Unavailable,Driver,3
434,25-39,51.243,alive,Airbag,Yes,TRUE,Male,17,1997,1992,Deploy,Driver,1
435,25-39,51.243,alive,Airbag,Yes,TRUE,Female,20,1997,1995,Deploy,Driver,3
436,25-39,34.699,alive,Airbag,Yes,TRUE,Male,66,1997,1996,Deploy,Driver,2
437,40-54,34.699,alive,No Airbag,Yes,TRUE,Male,41,1997,1989,Unavailable,Driver,3
438,25-39,264.68,alive,No Airbag,Yes,TRUE,Female,22,1997,1984,Unavailable,Driver,0
439,25-39,264.68,alive,No Airbag,Yes,TRUE,Male,22,1997,1984,Unavailable,Passenger,0
440, 10-24,682.415,alive,No Airbag,Yes,TRUE,Female,35,1997,1991,Unavailable,Driver,1
441,40-54,31.408,dead,No Airbag,No,FALSE,Male,37,1997,1987,Unavailable,Driver,4
442,40-54,38.873,alive,Airbag,No,TRUE,Female,67,1997,1995,Deploy,Driver,3
443,40-54,766.156,alive,Airbag,Yes,TRUE,Male,31,1997,1994,Deploy,Driver,1
444,40-54,766.156,alive,No Airbag,No,TRUE,Male,31,1997,1992,Unavailable,Driver,1
445,25-39,36.702,alive,Airbag,Yes,FALSE,Female,18,1997,1996,Deploy,Driver,3
446,25-39,36.702,alive,Airbag,Yes,FALSE,Female,18,1997,1996,Deploy,Passenger,3
447, 10-24,36.702,alive,No Airbag,Yes,TRUE,Male,23,1997,1988,Unavailable,Driver,2
448, 10-24,354.531,alive,Airbag,Yes,TRUE,Female,47,1997,1996,Deploy,Driver,1
449,25-39,354.531,alive,No Airbag,Yes,TRUE,Female,39,1997,1988,Unavailable,Driver,1
450,25-39,311.246,alive,Airbag,Yes,TRUE,Female,24,1997,1996,NoDeploy,Driver,2
451,25-39,311.246,alive,Airbag,No,FALSE,Female,50,1997,1994,Deploy,Driver,3
452, 10-24,29.655,dead,No Airbag,No,TRUE,Male,19,1997,1989,Unavailable,Driver,4
453, 10-24,29.655,alive,No Airbag,No,TRUE,Female,19,1997,1989,Unavailable,Passenger,1
454,25-39,29.655,alive,No Airbag,No,TRUE,Male,32,1997,1981,Unavailable,Driver,3
455,25-39,29.655,dead,No Airbag,No,TRUE,Male,22,1997,1981,Unavailable,Passenger,4
456,25-39,38.832,alive,Airbag,Yes,FALSE,Male,45,1997,1996,NoDeploy,Driver,3
457,40-54,38.832,alive,Airbag,Yes,TRUE,Female,46,1997,1996,Deploy,Driver,1
458, 10-24,636.727,alive,No Airbag,No,TRUE,Female,28,1997,1989,Unavailable,Driver,1
459, 10-24,64.246,alive,Airbag,No,FALSE,Female,34,1997,1994,Deploy,Driver,0
460,55+,29.655,dead,No Airbag,No,TRUE,Female,76,1997,1993,Unavailable,Driver,4
461, 10-24,1903.578,alive,No Airbag,Yes,TRUE,Male,42,1997,1987,Unavailable,Driver,2
462,40-54,34.699,alive,No Airbag,No,FALSE,Female,21,1997,1987,Unavailable,Driver,3
463,25-39,1443.062,alive,No Airbag,Yes,TRUE,Female,20,1997,1984,Unavailable,Driver,0
464,25-39,1443.062,alive,No Airbag,Yes,TRUE,Female,20,1997,1984,Unavailable,Passenger,0
465, 10-24,34.699,alive,Airbag,No,FALSE,Male,20,1997,1996,Deploy,Driver,1
466,25-39,6.644,alive,Airbag,No,FALSE,Male,21,1997,1993,Deploy,Driver,3
467, 10-24,6.6,alive,Airbag,Yes,TRUE,Male,28,1997,1994,Deploy,Driver,3
468, 10-24,6.6,alive,Airbag,Yes,TRUE,Female,36,1997,1994,Deploy,Passenger,2
469,25-39,64.624,alive,Airbag,No,FALSE,Male,45,1997,1996,NoDeploy,Driver,1
470,25-39,64.624,alive,Airbag,No,FALSE,Female,39,1997,1996,NoDeploy,Passenger,3
471,25-39,167.807,alive,Airbag,No,TRUE,Male,20,1997,1994,Deploy,Driver,0
472,25-39,167.807,alive,Airbag,No,TRUE,Male,20,1997,1994,Deploy,Passenger,0
473,25-39,11.652,alive,No Airbag,Yes,FALSE,Male,18,1997,1989,Unavailable,Driver,2
474,25-39,11.652,dead,No Airbag,Yes,FALSE,Female,17,1997,1989,Unavailable,Passenger,4
475,25-39,18.361,alive,No Airbag,No,TRUE,Male,41,1997,1993,Unavailable,Driver,1
476, 10-24,18.361,alive,Airbag,Yes,TRUE,Female,54,1997,1991,Deploy,Driver,3
477, 10-24,18.361,alive,Airbag,Yes,FALSE,Male,16,1997,1992,NoDeploy,Driver,0
478, 10-24,18.361,alive,Airbag,Yes,FALSE,Male,17,1997,1992,NoDeploy,Passenger,0
479,25-39,696.451,alive,Airbag,No,TRUE,Male,25,1997,1995,Deploy,Driver,2
480,25-39,696.451,alive,No Airbag,Yes,FALSE,Female,24,1997,1990,Unavailable,Driver,0
481,40-54,20.261,alive,No Airbag,No,TRUE,Female,20,1997,1991,Unavailable,Driver,3
482,40-54,20.261,alive,No Airbag,No,TRUE,Male,22,1997,1991,Unavailable,Passenger,3
483,55+,14.592,alive,No Airbag,No,FALSE,Male,24,1997,1987,Unavailable,Driver,3
484,55+,14.592,dead,No Airbag,No,FALSE,Male,33,1997,1987,Unavailable,Passenger,4
485,40-54,22.485,alive,Airbag,No,TRUE,Female,31,1997,1995,Deploy,Driver,1
486,40-54,22.485,dead,No Airbag,Yes,FALSE,Male,62,1997,1987,Unavailable,Driver,3
487,25-39,6.257,alive,Airbag,No,TRUE,Male,31,1997,1994,Deploy,Driver,3
488, 10-24,1134.454,alive,No Airbag,No,FALSE,Male,38,1997,1986,Unavailable,Driver,0
489,55+,7.532,alive,Airbag,Yes,FALSE,Male,33,1997,1996,Deploy,Driver,3
490,25-39,7.532,alive,No Airbag,Yes,TRUE,Male,45,1997,1989,Unavailable,Driver,2
491,25-39,7.532,alive,Airbag,Yes,FALSE,Male,66,1997,1995,Deploy,Driver,2
492,25-39,7.532,dead,Airbag,Yes,FALSE,Female,63,1997,1995,Deploy,Passenger,3
493,25-39,10.828,alive,No Airbag,No,TRUE,Male,53,1997,1985,Unavailable,Driver,3
494,25-39,10.828,alive,No Airbag,No,TRUE,Female,42,1997,1985,Unavailable,Passenger,3
495,25-39,10.828,alive,Airbag,No,TRUE,Male,28,1997,1990,Deploy,Driver,1
496,25-39,10.828,alive,No Airbag,Yes,TRUE,Male,42,1997,1990,Unavailable,Passenger,3
497,40-54,15.273,alive,No Airbag,No,TRUE,Male,39,1997,1988,Unavailable,Driver,3
498,40-54,15.273,dead,Airbag,Yes,FALSE,Male,70,1997,1990,Deploy,Driver,4
499,25-39,11.681,alive,No Airbag,No,TRUE,Female,20,1997,1984,Unavailable,Driver,3
500,25-39,11.681,alive,No Airbag,No,TRUE,Male,23,1997,1984,Unavailable,Passenger,3
501, 10-24,1885.771,alive,No Airbag,No,FALSE,Male,28,1997,1991,Unavailable,Driver,1
502, 10-24,1885.771,alive,No Airbag,Yes,FALSE,Male,19,1997,1991,Unavailable,Passenger,0
503,25-39,12.521,alive,Airbag,No,FALSE,Female,50,1997,1995,NoDeploy,Driver,3
504,55+,10.245,alive,No Airbag,Yes,TRUE,Female,54,1997,1991,Unavailable,Driver,3
505,55+,10.245,dead,No Airbag,Yes,FALSE,Female,26,1997,1990,Unavailable,Driver,4
506,55+,13.623,alive,Airbag,No,TRUE,Female,41,1997,1992,Deploy,Driver,1
507,55+,6.111,alive,No Airbag,Yes,TRUE,Female,55,1997,1992,Unavailable,Driver,3
508,40-54,6.111,alive,Airbag,Yes,FALSE,Male,38,1997,1994,Deploy,Driver,3
509,25-39,5.701,alive,No Airbag,No,TRUE,Male,16,1997,1994,Unavailable,Driver,0
510,25-39,5.701,alive,No Airbag,No,TRUE,Female,17,1997,1994,Unavailable,Passenger,0
511, 10-24,64.836,alive,No Airbag,Yes,FALSE,Male,42,1997,1988,Unavailable,Driver,3
512, 1-9,64.836,alive,No Airbag,Yes,FALSE,Male,37,1997,1992,Unavailable,Driver,2
513,25-39,310.38,alive,Airbag,Yes,FALSE,Male,37,1997,1994,NoDeploy,Driver,2
514, 10-24,11.199,alive,Airbag,Yes,TRUE,Male,18,1997,1997,Deploy,Driver,3
515,55+,11.884,alive,No Airbag,No,FALSE,Male,18,1997,1986,Unavailable,Driver,3
516,25-39,18.312,alive,No Airbag,Yes,FALSE,Female,72,1997,1981,Unavailable,Driver,1
517,25-39,18.312,alive,No Airbag,No,FALSE,Female,70,1997,1981,Unavailable,Passenger,3
518,25-39,6.589,alive,No Airbag,No,TRUE,Male,28,1997,1986,Unavailable,Driver,1
519,25-39,6.589,alive,No Airbag,No,TRUE,Male,37,1997,1986,Unavailable,Passenger,2
520, 10-24,6.589,alive,Airbag,Yes,FALSE,Female,27,1997,1995,NoDeploy,Driver,1
521, 10-24,6.589,alive,No Airbag,No,FALSE,Female,19,1997,1989,Unavailable,Passenger,1
522, 10-24,174.118,alive,No Airbag,No,TRUE,Male,77,1997,1986,Unavailable,Driver,1
523, 10-24,174.118,alive,No Airbag,No,TRUE,Female,72,1997,1986,Unavailable,Passenger,2
524,25-39,22.095,alive,No Airbag,No,FALSE,Male,68,1997,1989,Unavailable,Driver,1
525,25-39,22.095,alive,No Airbag,No,FALSE,Female,68,1997,1989,Unavailable,Passenger,3
526,25-39,28.475,alive,Airbag,No,TRUE,Female,43,1997,1994,Deploy,Driver,3
527,25-39,194.025,alive,Airbag,Yes,TRUE,Male,26,1997,1996,Deploy,Driver,2
528,55+,6.043,dead,Airbag,No,FALSE,Female,41,1997,1993,NoDeploy,Driver,4
529,25-39,10.496,alive,Airbag,No,TRUE,Male,18,1997,1997,Deploy,Driver,1
530,25-39,10.496,alive,Airbag,No,TRUE,Male,18,1997,1997,Deploy,Passenger,2
531,55+,7.651,alive,Airbag,No,FALSE,Male,21,1997,1994,Deploy,Driver,3
532,55+,7.651,dead,Airbag,No,FALSE,Female,22,1997,1994,Deploy,Passenger,4
533,25-39,8.201,alive,Airbag,No,FALSE,Male,77,1997,1996,NoDeploy,Driver,3
534,40-54,9.967,alive,Airbag,Yes,TRUE,Male,31,1997,1994,Deploy,Driver,2
535,55+,9.967,alive,Airbag,No,FALSE,Male,42,1997,1994,Deploy,Driver,3
536,55+,9.967,dead,No Airbag,No,FALSE,Male,47,1997,1994,Unavailable,Passenger,4
537,25-39,24.419,alive,No Airbag,No,TRUE,Male,64,1997,1990,Unavailable,Driver,3
538,55+,10.684,alive,Airbag,Yes,FALSE,Male,31,1997,1995,Deploy,Driver,3
539,40-54,10.684,alive,No Airbag,Yes,TRUE,Female,48,1997,1985,Unavailable,Driver,3
540, 10-24,420.89,alive,Airbag,No,FALSE,Female,36,1997,1997,NoDeploy,Driver,2
541,25-39,12.245,alive,Airbag,No,FALSE,Male,31,1997,1996,Deploy,Driver,2
542, 10-24,283.464,alive,Airbag,Yes,TRUE,Female,26,1997,1994,Deploy,Driver,1
543,25-39,6.589,alive,No Airbag,No,TRUE,Male,17,1997,1990,Unavailable,Passenger,2
544,25-39,6.589,alive,No Airbag,No,FALSE,Female,41,1997,1990,Unavailable,Driver,3
545,55+,134.383,alive,No Airbag,Yes,TRUE,Male,53,1997,1984,Unavailable,Driver,1
546,55+,7.757,dead,Airbag,Yes,FALSE,Female,25,1997,1994,Deploy,Driver,4
547,55+,7.757,alive,No Airbag,Yes,FALSE,Male,27,1997,1994,Unavailable,Passenger,2
548,40-54,11.954,alive,Airbag,No,TRUE,Male,23,1997,1997,Deploy,Driver,2
